Sample_ID,FEM_Modulus,GNN_Modulus,Percent_Error
0,24.13188378815115,24.55634349534202,1.7589165890119254
1,43.22601845501301,44.04331149601587,1.8907432842870875
10,14.593395867168047,14.74053953367402,1.0082894197163175
11,14.604067301300564,15.353732152054707,5.1332607231095295
12,33.67342868752013,34.661828394290936,2.9352511618073573
13,33.670171978971524,34.13799322539895,1.3894233944501422
14,24.139393303493843,24.161201196202285,0.09034151121472017
15,33.6771582111436,34.67206411891864,2.954245431094102
16,14.595031616255365,14.568878038051496,0.17919507741758317
17,14.600171675201967,14.660104185169956,0.4104918168173555
18,14.594198114129764,14.62776035118175,0.22996972351288433
19,14.593266570882438,14.769383550220736,1.206837266234138
2,43.22200046883838,44.694096499469545,3.405895179915367
20,33.68190623406685,34.38490579045511,2.0871727137498604
21,43.2184280970245,44.07340557361938,1.9782706457427728
22,33.67837469549251,34.15344564413994,1.4106112689310335
23,24.13386621012225,24.557391119614955,1.7548987211799094
24,14.593296117958884,14.696510069394936,0.7072696298475998
25,33.67686348726882,34.09408214332959,1.2388881055342151
26,14.594625501906211,14.671472100646445,0.526540394819977
27,14.593742856485262,15.020990138135915,2.9276059325712294
28,33.67504144293933,34.01088540296377,0.9973082307664318
29,24.132777392926382,24.037510415929308,0.39476176092768306
3,43.21953231344917,44.589757680624516,3.170384531784842
30,14.595720688392753,14.663606058847936,0.4651046145954905
31,14.599047266460246,14.893747814161065,2.0186286291288456
32,24.131429746494597,24.319735528861465,0.7803341299917042
33,14.595093105561643,14.678330869620249,0.5703133474831105
34,33.67239200713431,34.715610840585576,3.0981429333271953
35,14.595085405717683,14.792608393107177,1.3533527341478488
36,33.673761763658646,34.38081695097126,2.0997214159651127
37,24.127395456919608,24.245752076054824,0.490548676696358
38,43.21721394289701,44.42493312797083,2.794532721775129
39,33.67877093669403,35.36437024010926,5.0049311674219075
4,24.13066021462859,23.927307135038745,0.8427166011254352
40,33.69013844795563,34.701661433000304,3.0024304786021196
41,33.6984819045267,35.15660383189612,4.326966216165215
42,14.595103301087741,14.7142005190518,0.8160080508315635
43,43.21632876157011,44.41868317397599,2.7821761978890462
44,24.135568368941566,24.38354396081959,1.0274280186296638
45,33.67362034175195,34.62552853392332,2.8268662012296364
46,14.603684298100767,15.288208365096487,4.687338160855369
47,33.67985867913395,34.877475964756414,3.5558857209945374
48,14.594207998303252,14.766215741252767,1.178602792076912
49,14.606022670594465,14.520176312096744,0.5877463046154956
5,24.14113727885281,24.974577199291176,3.4523639495991922
50,33.6742777470412,34.72307022485571,3.1145210765705613
51,24.129920217727374,24.59153883811838,1.913054897097725
52,43.21896428826393,44.184022020496606,2.2329496972576295
53,43.2252442733188,44.39941879547042,2.7164092231085144
54,43.21812679285926,44.135837926091,2.1234403277824856
55,43.222324036190614,44.828431195536,3.7159204072427254
56,33.67227307289236,34.13863096404829,1.3849908206267434
57,43.23390366022768,44.257066701555274,2.366575661010306
58,33.685122809548076,34.72753901068115,3.0945892850881886
59,33.66983748141329,33.9253049651442,0.7587428477251668
6,24.13120908572918,24.694622601644838,2.334791903356609
60,43.22054141415292,44.531647193589976,3.0335246541074663
61,33.68651693173697,34.58944310757307,2.680378555211891
62,14.593471176807771,14.789652666502212,1.3443099816184663
63,14.597438133817425,14.596395349245949,0.007143613570523942
64,24.131594503160624,24.504284500106788,1.544406843473817
65,24.13612196468054,24.38531053804922,1.0324300388162166
66,33.68179361102263,34.53104495757632,2.5213958507119676
67,24.13940317140637,24.165739842873055,0.10910241350904676
68,33.67677549042323,34.488431642051125,2.4101361837884587
69,43.21917283702539,44.45140885653477,2.851132815882437
7,14.600311296107252,14.601668582020341,0.009296280644722538
70,43.22324154345704,43.886582464685596,1.5346857328172017
71,24.13398104683237,24.208886756351024,0.310374444122158
72,14.595263924580316,14.739861129642446,0.9907131916854864
73,14.60207918511593,14.70623907113841,0.7133222926818029
74,33.67547327334823,34.012549816955755,1.0009556239089163
75,33.67250723924562,34.254872737868105,1.7294984732937686
76,24.1336002209821,24.64307443584317,2.1110576548712685
77,43.217870356193366,43.846927785875906,1.4555493468279892
78,14.599948028013715,14.661183438066463,0.4194221098270455
79,33.67617157668576,34.55471705778279,2.608804504682031
8,43.21999361180552,43.61409206717619,0.9118429283224586
80,33.66845971495659,34.13586451605314,1.3882571553723715
81,24.137817223349145,24.62521415999676,2.019225401111006
82,33.67886371674465,33.8120727767765,0.3955271803473068
83,33.68830165065162,34.79493700650309,3.2849247413161544
84,24.142462841269506,24.29942053685708,0.6501312505668203
85,43.22145548980355,44.10710648382158,2.049100346069938
86,24.131085868209933,24.412059393405794,1.1643633723338298
87,43.22550391917127,44.40663832005904,2.73249423094387
88,43.22888778605456,44.37930952014937,2.661233709709122
89,43.22696484405288,43.95253794799193,1.678519661411925
9,14.594189450959094,14.76125096622846,1.144712529810187
90,43.22184042277039,44.14440612720289,2.1344896362776553
91,24.127787393442954,24.664089049278736,2.222755228610515
92,14.594849473563007,14.684833072391914,0.6165435209996661
93,24.133903510212622,24.795560908892195,2.7416095303421706
94,43.231561393552106,44.56000348260198,3.072852439810343
95,14.606212381172936,14.369213663856236,1.6225884653175784
96,24.147040410654917,24.483824492659725,1.394721987777026
97,24.136830497155184,24.845259858741517,2.9350554608643833
98,14.606368320967972,15.544863969764293,6.425249782651835
99,33.67248384807021,33.9406870777295,0.7965056301442495
